74,1.645,27.34638446
60,1.736,19.90910828
87.4,1.644,32.3376016
61,1.62,23.24340802
60.2,1.786,18.87268026
71.9,1.858,20.82751573
100,1.795,31.0363824
93.8,1.659,34.08082242
91.9,1.615,35.23469026
82.9,1.614,31.82346537
85.6,1.664,30.91484837
69.8,1.792,21.73598932
78,1.693,27.21326724
78.7,1.677,27.98392364
58.5,1.596,22.96625021
100.6,1.613,38.66599994
63.4,1.553,26.28732209
72,1.639,26.80245585
68.1,1.67,24.41822941
77,1.696,26.76942417
79.5,1.634,29.77577159
60,1.499,26.70225781
59.9,1.583,23.90369246
107,1.6,41.796875
54.5,1.731,18.1887296
56.6,1.721,19.10973614
78.3,1.611,30.16967843
48.5,1.716,16.47051472
59,1.792,18.37282765
79,1.7,27.33564014
52,1.745,17.07703549
60.6,1.65,22.25895317
70.1,1.615,26.87651564
84,1.64,31.23140988
118.4,1.75,38.66122449
71.1,1.73,23.75622306
52.3,1.622,19.87924971
63.1,1.772,20.0956438
68.8,1.475,31.62309681
78.1,1.72,26.39940508
75.4,1.663,27.26382889
93.5,1.535,39.68211864
87.5,1.35,48.01097394
96.9,1.344,53.64450468
86.6,1.53,36.99431842
78.3,1.623,29.72519569
98.4,1.565,40.17597403
76.6,1.57,31.07631141
123.6,1.565,50.46494299
123.8,1.6,48.359375
79.6,1.515,34.68069579
91.3,1.775,28.97837731
100.3,1.643,37.15573067
49.3,1.563,20.1803625
52.8,1.52,22.8531856
54.9,1.632,20.61256488
70.4,1.71,24.075784
58.8,1.62,22.40512117
57.4,1.657,20.90580406
63.8,1.645,23.57701795
50.4,1.517,21.90076953
62.3,1.64,23.16329566
86.5,1.652,31.69538427
82.2,1.555,33.99468575
71.9,1.637,26.83067085
111.7,1.641,41.47973861
52.2,1.538,22.06773866
82.4,1.536,34.92567274
71.3,1.545,29.86981703
81.3,1.653,29.75396436
93.9,1.825,28.19290674
68.7,1.634,25.73076111
126.2,1.55,52.52861602
76,1.8,23.45679012
112.2,1.76,36.22159091
104.6,1.58,41.90033648
93.2,1.775,29.58143226
48.8,1.62,18.59472641
53.9,1.663,19.48966017
81.2,1.792,25.2859933
96.5,1.794,29.98350752
65.9,1.75,21.51836735
69.4,1.75,22.66122449
117.6,1.766,37.70734229
57.4,1.6,22.421875
64.8,1.58,25.95737863
62.5,1.704,21.52488483
60.9,1.775,19.32949812
66,1.66,23.95122659
66,1.7,22.83737024
80.8,1.798,24.99378249
67.1,1.684,23.66128605
87.5,1.6,34.1796875
71,1.545,29.74413758
78.3,1.593,30.85533106
100.5,1.795,31.19156431
78.5,1.695,27.32311762
60.6,1.712,20.6759324
89.9,1.712,30.67271159
89.1,1.845,26.1748959
118.1,1.642,43.80297341
107.7,1.655,39.32056115
65.8,1.74,21.73338618
64.1,1.77,20.46027642
34,1.491,15.2940896
51,159.2,0.00201226
65,1.621,24.73701697
44,1.557,18.14995077
50,1.52,21.64127424
49,1.72,16.56300703
50,1.55,20.81165453
47,1.534,19.97317645
49,1.71,16.75729284
50,1.65,18.36547291
51,1.741,16.82568034
58,1.655,21.17541826
49,1.721,16.5437645
60,1.673,21.43677099
46,1.56,18.90203813
48.5,1.675,17.28670082
99.1,1.55,41.24869927
97.8,1.54,41.2379828
146.3,1.66,53.09188561
94.6,1.625,35.82485207
95,1.775,30.15274747
42,1.575,16.93121693
65,1.68,23.03004535
37,1.53,15.80588662
35,1.53,14.95151437
52,1.665,18.75749623
48,1.56,19.72386588
79,1.653,28.91221629
55,1.746,18.04156514
60,1.706,20.61546792
70.5,1.704,24.28007009
50,1.706,17.1795566
85.3,1.56,35.05095332
76.4,1.67,27.39431317
74.9,1.635,28.01859178
91.2,1.59,36.07452237
81.6,1.62,31.09282122
43.8,1.53,18.71075227
74.3,1.545,31.12661158
59.8,1.464,27.90095255
73.8,1.665,26.62121581
112,1.69,39.21431322
83.1,1.805,25.50624995
53,1.625,20.07100592
75.3,1.588,29.86028717
95.7,1.66,34.72927856
67,1.725,22.51627809
92.4,1.584,36.82659933
100.9,1.535,42.82273552
76.7,1.934,20.50606948
116.9,1.604,45.43659554
82,1.6,32.03125
111.2,1.553,46.10647029
118.1,1.819,35.69311897
110.4,1.798,34.14992063
81.9,1.525,35.21633969
94.3,1.512,41.24849528
93,1.693,32.44658786
69.4,1.432,33.84335695
56.9,1.5,25.28888889
58.2,1.59,23.02124125
62.9,1.628,23.7324101
80.8,1.505,35.67289544
56,1.785,17.57565771
66.5,1.625,25.18343195
80.4,1.68,28.48639456
71.3,1.692,24.90512997
63.7,1.59,25.1967881
57,1.57,23.12467037
69,1.61,26.61934339
110,1.68,38.9739229
89.3,1.61,34.45083137
79,1.57,32.04998174
83,1.645,30.67229608
94.5,1.68,33.48214286
55,1.75,17.95918367
79,1.82,23.8497766
109.8,1.72,37.11465657
78,1.63,29.35752192
94,1.61,36.26403302
92,1.64,34.20582986
59,1.66,21.41094498
64,1.65,23.50780533
71,1.82,21.43460935
101,1.73,33.74653346
61,1.88,17.2589407
62,1.84,18.31285444
85,1.6,33.203125
82,1.57,33.26706966
66,1.77,21.06674327
97,1.63,36.50871316
56,1.55,23.30905307
96,1.8,29.62962963
102,1.7,35.29411765
91,1.6,35.546875
76,1.57,30.83289383
76,1.53,32.4661455
84,1.67,30.11940191
59,1.68,20.90419501
86,1.71,29.41075887
55,1.55,22.89281998
81,1.63,30.48665738
71,1.56,29.17488494
62,1.64,23.05175491
74,1.72,25.01352082
71,1.54,29.93759487
71,1.66,25.76571346
72,1.6,28.125
70,1.56,28.76397107
60,1.53,25.6311675
66,1.78,20.83070319
55,1.6,21.484375
49,1.48,22.37034332
92,1.76,29.70041322
65,1.55,27.05515088
87,1.51,38.15622122
93,1.71,31.80465784
85,1.61,32.79194476
67,1.65,24.6097337
97,1.52,41.98407202
80,1.6,31.25
42,1.46,19.7035091
61,1.83,18.21493625
70,1.57,28.398718
56,1.66,20.32225287
56,1.53,23.922423
92,1.68,32.59637188
75,1.56,30.81854043
41,1.57,16.63353483
78,1.65,28.65013774
58,1.72,19.605192
78,1.79,24.34380949
116,1.78,36.61153895
58,1.75,18.93877551
49,1.63,18.44254582
45,1.52,19.47714681
65,1.78,20.51508648
85,1.73,28.40054796
83,1.69,29.06060712
106,1.62,40.39018442
79,1.73,26.3958034
75,1.58,30.0432623
93,1.72,31.4359113
113,1.66,41.00740311
92,1.55,38.29344433
76,1.69,26.60971255
63,1.66,22.86253448
49,1.58,19.6282647
77,1.62,29.34003963
57,1.56,23.42209073
54,1.59,21.35991456
59,1.61,22.76146754
76,1.57,30.83289383
55,1.64,20.44913742
76,1.47,35.1705308
87,1.89,24.35542118
53,1.67,19.00390835
62,1.82,18.71754619
67,1.81,20.45114618
46,1.65,16.89623508
62,1.72,20.9572742
44,1.48,20.08765522
101,1.65,37.09825528
63,1.64,23.42355741
71,1.67,25.4580659
66,1.58,26.43807082
64,1.69,22.40817899
61,1.48,27.84879474
79,1.74,26.0932752
58,1.57,23.53036634
52,1.68,18.42403628
51,1.69,17.85651763
73,1.6,28.515625
60,1.74,19.81767737
69,1.75,22.53061224
47,1.68,16.65249433
84,1.78,26.51180407
96,1.77,30.64253567
98,1.73,32.74416118
49,1.67,17.56965112
81,1.62,30.86419753
63,1.54,26.56434475
55,1.57,22.31327843
88,1.57,35.70124549
48,1.54,20.23950076
53,1.51,23.24459454
58,1.55,24.14151925
57,1.65,20.93663912
65,1.62,24.76756592
71,1.67,25.4580659
94,1.5,41.77777778
52,1.73,17.37445287
81,1.72,27.37966468
98,1.65,35.99632691
61,1.63,22.95908766
75,1.72,25.35154137
66,1.77,21.06674327
60,1.48,27.39225712
56,1.67,20.07960128
75,1.69,26.25958475
98,1.76,31.63739669
53,1.71,18.12523512
60,1.68,21.2585034
75,1.69,26.25958475
49,1.55,20.39542144
83,1.58,33.24787694
48,1.48,21.9138057
53,1.55,22.0603538
54,1.68,19.13265306
73,1.54,30.7809074
160,1.6,62.5
63,1.68,22.32142857
72,1.69,25.20920136
80,1.69,28.01022373
71,1.63,26.72287252
83,1.78,26.19618735
64,1.69,22.40817899
52,1.71,17.78324955
106,1.64,39.41106484
73,1.79,22.78330889
72,1.58,28.84153181
70,1.69,24.50894577
72,1.7,24.91349481
61,1.6,23.828125
76,1.67,27.25088745
49,1.59,19.38214469
55,1.61,21.21831719
65,1.82,19.62323391
72,1.62,27.43484225
66,1.73,22.05219018
54,1.65,19.83471074
51,1.62,19.43301326
54,1.53,23.06805075
71,1.59,28.08433211
61,1.62,23.24340802
59,1.76,19.04700413
80,1.7,27.6816609
69,1.73,23.05456246
71,1.78,22.40878677
85,1.52,36.7901662
88,1.67,31.55365915
71,1.63,26.72287252
47,1.64,17.47471743
87,1.74,28.73563218
65,1.75,21.2244898
103,1.78,32.50852165
47,1.56,19.31295201
49,1.57,19.8791026
100,1.62,38.10394757
106,1.6,41.40625
86,1.56,35.33859303
48,1.54,20.23950076
115,1.59,45.48870693
50,1.59,19.77769867
74,1.62,28.1969212
90,1.67,32.27078777
65,1.7,22.49134948
57,1.65,20.93663912
66,1.7,22.83737024
76,1.75,24.81632653
72,1.69,25.20920136
57,1.67,20.43816558
42,1.5,18.66666667
63,1.54,26.56434475
104,1.57,42.19238103
61,1.67,21.87242282
70,1.66,25.40281608
61,1.64,22.67995241
60,1.61,23.14725512
88,1.51,38.59479847
93,1.54,39.21403272
72,1.84,21.26654064
55,1.75,17.95918367
51,1.6,19.921875
75,1.73,25.05930703
62,1.64,23.05175491
84,1.8,25.92592593
69,1.7,23.87543253
65.8,1.76,21.24225207
75.5,1.785,23.69575281
88.1,1.73,29.43633265
98.3,1.745,32.28216517
70.5,1.675,25.12809089
51.3,1.54,21.63096644
105.7,1.805,32.44296775
93.1,1.705,32.02586837
60.5,1.735,20.09816542
54,1.607,20.9103839
56.3,1.601,21.96472302
101,1.76,32.60588843
85,1.825,25.5207356
62.3,1.8,19.22839506
85,1.74,28.07504294
52.7,1.805,16.17544371
77.5,1.65,28.46648301
54.7,1.66,19.85048628
81.7,1.835,24.26330287
55.7,1.685,19.61802957
58.5,1.595,22.99505705
68.7,1.625,26.01656805
60,1.615,23.00415033
132.5,1.81,40.44443088
63.2,1.665,22.79757235
76.7,1.755,24.90239527
78.4,1.75,25.6
70.5,1.655,25.73908599
85.5,1.76,27.60201446
56.3,1.7,19.48096886
56,1.65,20.56932966
53.3,1.575,21.48652053
62.5,1.725,21.00399076
91.5,1.865,26.30652129
66,1.645,24.39001857
75.1,1.815,22.79747133
74.7,1.765,23.97900633
75,1.735,24.9150811
57.7,1.69,20.20237387
73.3,1.735,24.35033926
61.5,1.69,21.53285949
62.5,1.57,25.35599821
54.7,1.61,21.10258092
59.3,1.73,19.81355876
100.7,1.825,30.23456558
67,1.825,20.11634453
74.3,1.77,23.71604584
56.7,1.77,18.09824763
61.5,1.825,18.46500281
67,1.68,23.73866213
54.2,1.715,18.42769594
75.6,1.7,26.15916955
80.7,1.71,27.59823535
49.7,1.73,16.60596746
85.7,1.685,30.18429325
59.4,1.585,23.64437899
63.7,1.75,20.8
64.8,1.765,20.80106573
72.5,1.68,25.68735828
56.9,1.715,19.3456808
56.3,1.66,20.43112208
67.9,1.62,25.8725804
60.8,1.565,24.82417908
83.5,1.755,27.11016956
71.6,1.78,22.5981568
59.5,1.615,22.81244908
64,1.78,20.19946976
92.7,1.805,28.45282034
122.7,1.875,34.90133333
68.7,1.6,26.8359375
56.5,1.82,17.05711871
67,1.665,24.16831246
45,1.49,20.26935724
89.2,1.635,33.36793573
75.3,1.895,20.96894341
79.7,1.785,25.01392714
84.4,1.63,31.76634424
57.8,1.61,22.29852243
69,1.73,23.05456246
105,1.73,35.08302984
67.5,1.765,21.66777681
57,1.565,23.27266788
46.7,1.595,18.35673785
